,name,rating,website,location,wheelchair,family,image_link-src,description,meta_descriptions,latitude,longitude
54,Austin's American Grill,4.4,austinsamericangrill.com,"100 W Mountain Ave, Fort Collins, CO 80524",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipOlrEOKVbTME-4EF-_T24Lg4DPjcDO_Pwb9BToO=w630-h240-k-no,Hearty American dishes with Southwestern touches served in casual quarters with a sidewalk cafe.,Savory roasts and chicken cooked over an open flame in our front-of-the-house rotisserie. All-natural buffalo seasoned to perfection.,40.5872521,-105.0773888
55,Austin's Soul Food Restaurant,4.4,facebook.com,"4807 N Main St, Jacksonville, FL 32206",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPNwHV6qC945CfmJdmqrF6BwSxXUQyg7ndjUDLm=w426-h240-k-no,"Unfussy counter-serve eatery doling out fried chicken, BBQ ribs, greens & other hearty comfort eats.","Log into Facebook to start sharing and connecting with your friends, family, and people you know.",30.3682832,-81.6518555
56,Avampato Discovery Museum,4.6,theclaycenter.org,"1 Clay Square, Charleston, WV 25301",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOx5pOvNR_obTKl5P2Sky5gYNseVQb2ceoJiefc=w408-h544-k-no,Family-friendly museum with a variety of fine arts & science-related exhibits plus hands-on play.,"Discover a world of music, theater, art and science at one of the most unique venues in the country. Visit an interactive museum with art and science exhibits of its own and traveling exhibitions from around the country, become immersed in a giant screen film or planetarium show on a 61-foot dome, hear world-class performances by renowned entertainers and more – all under one roof!",38.3480471,-81.6292619
57,B&O Railroad Museum,4.6,borail.org,"901 W Pratt St, Baltimore, MD 21223",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipONJiS1jCkFWAd-cNFihix8pb03oSt5aZ80qbeq=w408-h306-k-no,"National Historic Landmark highlighting nearly 200 locomotives, a model train display & train rides.",The B&O Railroad Museum shares and preserves the storied legacy and experiences of American railroading. Come see where it began!,39.28563949999999,-76.63251679999999
58,BREC's Baton Rouge Zoo,4.3,brzoo.org,"3601 Thomas Rd, Baton Rouge, LA 70807",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipM_lQSo7DjW0XmS9jdulL8Tp84ej2HuUk7ygUw2=w408-h306-k-no,"Standard, longtime zoo offering a selection of wild mammals, birds & other animals.","The Baton Rouge Zoo is a place where people connect with animals. Over the past forty years, the Zoo has grown to become the #1 year-round family attraction in Baton Rouge. With more than a quarter million guests each year, the Zoo attracts visitors of all ages and backgrounds. The Zoo is a favorite place for families and groups to discover the animal kingdom.",30.5642509,-91.16014009999999
59,Bahnhof WVrsthaus & Biergarten,4.5,bahnhofwv.com,"745 7th Ave, Huntington, WV 25701",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipNM8VLHL_D_xuFSI7xqh_FbBd_Jmkn9qNxHCzy_=w425-h240-k-no,"Sausages, schnitzels, pretzels & other classic German food, served with full bar, indoors or out.","Bahnhof is a german inspired restaurant in Huntington, WV. Outdoor seating, good for groups, serves breakfast, lunch and dinner, walkins welcome.",38.4161878,-82.4445969
60,Bakersfield,4.6,bakersfieldtacos.com,"1213 Vine St, Cincinnati, OH 45202",Accessibility    Wheelchair accessible entrance   Wheelchair accessible restroom   Wheelchair accessible seating   Wheelchair accessible parking lot,Amenities    Bar onsite   High chairs   Restroom,https://lh5.googleusercontent.com/p/AF1QipPK2h2aplju5tK-w7qpJKXHMHTpWVB5m1YTRZix=w408-h306-k-no,"Tacos & a few other Mexican dishes are delivered in a chic, upbeat, margarita-fueled atmosphere.",,39.1084103,-84.5151528
61,Balboa Park,4.8,balboapark.org,"San Diego, CA",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipP_QPgKBXbxWjQJDCiaTSYtSz5o3O5sCCixulTr=w408-h306-k-no,"Sprawling outdoor destination is home to the city's renowned zoo, 17 museums, gardens & more.",,32.715738,-117.1610838
62,Bangor City Forest,4.8,cityforest.bangorinfo.com,"54 Tripp Dr, Bangor, ME 04401",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOSrAAUIZnHQjSbrbYDeqZuWYfYnYRQAKNokIN1=w408-h306-k-no,650-acre recreational area featuring hiking & cross-country ski trails & a bog boardwalk.,"Information on City Forest, Bangor, Maine.",44.8632363,-68.7298466
63,Banh Meee,4.8,banhmeee.com,"126 Ann Uccello St, Hartford, CT 06106",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipOA7jfxNl6013WEezzkSUxp2AQvwF7ue51SIm-Z=w408-h306-k-no,"Counter service with classic banh mi sandwiches, bubble tea, pho & specials, with rustic interiors.",,41.76712149999999,-72.6779423
64,BankPlus Amphitheater at Snowden Grove,4.3,,"6285 Snowden Ln, Southaven, MS 38672",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair accessible seating,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPp-AJxifVrQ0HoSHHW2ZsVBuAwYF-DPpv0ysHv=w426-h240-k-no,"Set in a park, this 7-acre outdoor music venue has both fixed & lawn seating, food options & more.",,34.9513697,-89.93417319999999
65,Banneker-Douglass Museum,4.7,bdmuseum.maryland.gov,"84 Franklin St, Annapolis, MD 21401",Accessibility    Wheelchair accessible elevator   Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restroom,https://lh5.googleusercontent.com/p/AF1QipP0V_n-VRhtMfFqDmj1THnKCf5mq0Ol6KB5fl2h=w408-h306-k-no,Exhibits detail African-American history in the Chesapeake region from 1633 to the civil rights era.,,38.9775084,-76.493607
66,Bannock County Historical Museum,4.8,bchm-id.org,"3000 Avenue of the Chiefs, Pocatello, ID 83204",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom   Wheelchair rental,Amenities    Good for kids   Restroom   Free Wi-Fi   Restaurant,https://lh5.googleusercontent.com/p/AF1QipN1zj3RnBbCDJqXaWd2vH5Df99oggbd7VuMUedm=w408-h272-k-no,"City & county history museum displaying donated artifacts, photos & archeological objects.",,42.8442014,-112.4189556
67,Barclay Farmstead Museum,4.5,barclayfarmstead.org,"209 Barclay Ln, Cherry Hill, NJ 08034",Accessibility    Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMvJClViZ-IpfjYfEZjwNKZQZ4g38tiHeoLZ8bU=w408-h543-k-no,"This Quaker farmhouse, gardens & trails offer guests a view of living history from the early 1800s.","Cherry Hill Township, New Jersey - Helpful Information and Services",39.9050781,-74.99817809999999
68,Barrett's Cove Public Beach,4.5,camdenmainevacation.com,"104 Beaucaire Ave, Camden, ME 04843",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPcTHZJ9Lp2rpy55onp9i-I9ZkzTryYlDlwS9tU=w408-h306-k-no,"Modest-sized public beach with picnic facilities & a boat launch, plus views Mount Battie.",,44.2465151,-69.088264
69,Bartlett Arboretum & Gardens,4.8,bartlettarboretum.org,"151 Brookdale Rd, Stamford, CT 06903",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNAhkqGdQRoczYpz6jgQHdlgVId_E3DzJJPpgsI=w408-h306-k-no,Outdoor botanical park open daily & an indoor education center with library & seasonal plant clinic.,"Bartlett Arboretum and Gardens in Stamford, CT provides a sanctuary to 
foster curiosity, explore, enjoy and learn about the habitats of the 
natural world.",41.1329728,-73.5523961
70,Battery Park,4.5,enjoyburlington.com,"Battery Park Extension, Burlington, VT 05401",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPCnj7Bd0Hv3vp1O3GWZCyZwaz6uG1b6cp6uCzi=w408-h306-k-no,"Historic park featuring a playground, summer concerts, ice-skating & views of Lake Champlain.",,44.4794819,-73.2192729
71,Bay Beach Amusement Park,4.7,baybeach.org,"1313 Bay Beach Rd, Green Bay, WI 54302",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO6k46xcM12zoOy_eq3KPxrDSiE4EfZhk9Z64ah=w408-h306-k-no,"Vibrant amusement park featuring rides such as bumper cars, a Ferris wheel & slides.",Find useful information about Bay Beach Amusement Park.,44.5314979,-87.9816724
72,Bayfront Park,4.6,bayfrontparkmiami.com,"301 Biscayne Blvd, Miami, FL 33132",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipM5yHQ_qRpVypzIqkZ-hPS7mH07-9odD3N6Pfsy=w426-h240-k-no,"Waterfront city green space with a popular amphitheater, landmark fountain & many community events.",,25.7720299,-80.1871651
73,Bayou Bend Collection and Gardens,4.5,mfah.org,"6003 Memorial Dr, Houston, TX 77007",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restroom   Free Wi-Fi   Restaurant,https://lh5.googleusercontent.com/p/AF1QipNvYg0_ivSjjPNYia2utbNQDGYkDnYf7OzBbF59=w408-h272-k-no,American decorative arts & paintings displayed in a historic home set in a serene 14-acre garden.,,29.7606593,-95.42169270000001
74,Bayside Marketplace,4.5,baysidemarketplace.com,"401 Biscayne Blvd, Miami, FL 33132",Accessibility    Wheelchair accessible entrance,,https://lh5.googleusercontent.com/p/AF1QipM-Vq7uQTQd4Tikbp8sscdk8Sdw0zmcdoJqpYaM=w408-h306-k-no,"Large, waterside shopping center with many familiar stores, plus eateries & sit-down restaurants.","Bayside Marketplace is a festival marketplace in Downtown Miami, Florida. It is located between the Bayfront Park to the south end, and the American Airlines Arena to the north.",25.778931,-80.1881751
75,Bear Hollow Wildlife Trail,4.7,accgov.com,"293 Gran Ellen Dr, Athens, GA 30606",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipPb_R0X6LQWaVGSNS0Cr8V5p9zhzpnsDFduNkEU=w408-h306-k-no,"Woodlands, wetlands & a historic cabin on 225 acres, plus visitors' center for interactive exhibits.",,33.9273116,-83.3871811
76,Beavertail Lighthouse Museum,4.8,beavertaillight.org,"Beavertail Rd, Jamestown, RI 02835",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO1qdEOs1zMgDiFLUNfK0QouRnkx9TtBa3q_O2d=w408-h306-k-no,Restored 45-foot historic lighthouse with keepers' buildings housing exhibits & seasonal hours.,,41.4691957,-71.3906321
77,Bechtler Museum of Modern Art,4.4,bechtler.org,"420 S Tryon St, Charlotte, NC 28202",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipNF7u-eH9Db6ZECes6GdAkgr4ZybwYzVXbfNtN5=w408-h273-k-no,Mid-20th-century modern art displayed in an elegant 4-story building filled with natural light.,"The Bechtler Museum of Modern Art is dedicated to sharing more than 1,400 works from the Bechtler collection of mid-20th-century modern art.",35.2245654,-80.84742279999999
78,Beech Bend,4.4,beechbend.com,"798 Beech Bend Park Rd, Bowling Green, KY 42101",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Good for kids   Restaurant,https://lh5.googleusercontent.com/p/AF1QipN3cdtraYnZ8HdLGY5JpzDsvKXQE8DePoTe5FlM=w408-h478-k-no,Recreation area featuring a race track & campgrounds plus rides such as go-karts & roller coasters.,"Beech Bend Amusement Park, Raceway & Campground is a one of a kind facility that has been providing family entertainment for more than 115 years.",37.0219429,-86.4015453
79,Beech Hill Preserve,4.8,,"316 Beech Hill Rd, Rockport, ME 04856",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipO7iL006fgWVg73xLJscT_PTUVTR2g1Ks3Ozrz9=w408-h306-k-no,Lush conservation land featuring 295 acres of forested park with 2 trails to a hilltop summit.,,44.1698542,-69.10761889999999
80,Bellaboo's Play and Discovery Center,4.5,mybellaboos.com,"2800 Colorado St, Lake Station, IN 46405",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Gender-neutral restroom   Good for kids   Restaurant   Restroom   Free Wi-Fi,https://lh5.googleusercontent.com/p/AF1QipP-7xF2gxaZTJTDtHWcmJ9Vr4KG-I93rNiWf9zh=w408-h306-k-no,Hands-on learning & play space for kids 9 & under offers age-appropriate spaces plus a WiFi cafe.,"Bellaboo's Play and Discovery Center is a self-directed play facility providing colorful, fun, and secure areas where children from infants to age nine can explore, create, and interact.",41.5666905,-87.2995162
81,Bellagio Fountain,4.8,bellagio.com,"3600 S Las Vegas Blvd, Las Vegas, NV 89109",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipNvJYDK6BIXup5Oep3CiorE29dbqSFYjQGq_c85=w408-h306-k-no,"Soaring, iconic fountains featuring dramatic aquatic shows choreographed with music & lights.","Bellagio Las Vegas is a AAA Five Diamond Resort & Casino with a variety of things to do on The Strip including the iconic Bellagio Fountains, Conservatory & Gardens, and ""O"" by Cirque du Soleil.",36.1120924,-115.1769541
82,Belle Boyd House,4.7,bchs.org,"126 E Race St, Martinsburg, WV 25401",Accessibility    Wheelchair accessible parking lot   Wheelchair rental,Amenities    Good for kids   Restroom,https://lh5.googleusercontent.com/p/AF1QipPArKgKP2v6WcIvzBY6jEHbQ0EsIruqAqehLp8G=w426-h240-k-no,"Circa-1853 Greek Revival house, now a county museum with period decor & various exhibits.",,39.4596633,-77.96175199999999
83,Belmont Park,4.5,belmontpark.com,"3146 Mission Blvd, San Diego, CA 92109",Accessibility    Wheelchair accessible entrance   Wheelchair accessible parking lot   Wheelchair accessible restroom,Amenities    Bar onsite   Good for kids   Restaurant   Restroom,https://lh5.googleusercontent.com/p/AF1QipOU6D5LqHva94lW5AIt6AtuMrbw8-b0CKKFNhg=w408-h272-k-no,"Vintage games, gift shops, rides & an iconic wooden roller coaster right next to the beach.","San Diego's Premier Beachfront Amusement Park, features historic Giant Dipper roller coaster, historic Plunge swimming pool, plus restaurants, shops & more!",32.7709722,-117.2520785
84,Belvedere Castle,4.4,centralparknyc.org,"New York, NY 10024",Accessibility    Wheelchair accessible entrance,Amenities    Good for kids,https://lh5.googleusercontent.com/p/AF1QipMv-2ghE4M5qUqE0FjVWGlnpsYIzY6n5kIFiD9g=w408-h272-k-no,Gothic & Romanesque castle from 1869 set on Vista Rock (the park's highest point) with park views.,"The organization that cares for NYC’s iconic 843-acre park offers public tours, family activities, and expert insight to help you get to know our beloved…",40.7859464,-73.97418739999999
